"ORIGIN_STYLE","REPLACE_STYLE"
MOP4,SW421
LAP48,RBMKHNB65
LVF2,BC61
SLN13,CVN25
MV12,MNL98
NK7,KF43
EF87,BP29
SU24,DL23
BM140,HA300
BM348,JS37
GJPE36,GJPE61
SMY13,BDK70
GRL34,NL90
KP23,SLN12
BM409,GC12
BM343,TE62
DL51,YK47
EJ83,BGT1
CLO51,AX5
JAJ3,TLA5
DM24,NKB1
DM24,MNL31
NLS7,EJ46
MNL45,BM151
BM309,TA127
HA199,EJ182
SMDPE7,CS74
NM257,MJPE26
BM27,SW14
SH253,NK50
TNT18,DL208
DNJNK39,FP74
BC81,SLR3
HA119,HA138
ASI8,DL50
NM294,PPL15
HL124,HL147
TE65,CO62
BM179,TA72
BDK6,MRW11
BM499,TYBAHNB71
KS44,ML130
CP13,EUG3
AMU12,EJBRC2
CT22,DM43
CAE32,RM75
CST9,KP65
HA258,EJBRC2
DL83,DL124
CSAHNB3,EJHRNG101
BM180,BM280
TYB7,EQ19
RZ52,BL61
ODLRPE84,ML204
DLM17,SH198
SH97,TR38
DL114,OC98
STS2,SH148
HA186,TB126
BM470,BM306
KTHNB3,PH45
BC105,NMK10
ABPE16,BC53
WDHNB6,DVFAHNB24
SAL2,JG30
YA92,XND3
ADP66,BM478
TA43,NM209
VIN10,ODLRPE158
NLS50,HA315
JE41,EF189
BM168,NK25
JG66,CAS21
CRABRC15,BAMPE5
BL22,CAS19
BEC7,JG102
LKL46,BM490
KS1,VW39
NK41,MN1
HA47,LP54
RT113,RM18
HA135,ALC13
VD18,BL67
ASR5,DVF80
RFHNB9,INGHNB2
MRW2,KJLPE94
MNL3,VW29
MNL3,CD17
CO27,BAMPE63
RA16,CLO43
LSS3,BM423
MH10,GRL7
DL8,PK238
DNJPE30,ODLRPE88
SLR36,HBT1
TA69,BM454
NLS28,JG22
BM143,MNL91
HA159,GJBRC4
DL170,HBT3
TA27,NK5
CNRNK5,ODLRPE68
MG29,DLM28
MNL195,TE53
CD28,DM44
VD6,VIN28
MAC3,NLS8
TB184,SH190
JS32,TT74
DLM33,NM278
SRHNB11,DVFAHNB23
MRW20,MN128
NK64,MNL66
BC105,PK151
AKPE6,LKL48
MN122,BU22
RAO39,TT211
SW330,CN43
RAO13,BC95
JG18,SW14
CMKBRC24,LSBRC9
PRLNK27,BDMPE3
SWPE10,SWAPE174
CO70,JG109
RA15,VW28
HL161,MN22
RR95,RR52
ELT5,BL18
KNZ6,CR33
RZ37,SLR28
TB137,CO50
JG64,BM143
SU12,PK173
EJ108,MN156
BM399,MNL168
HL143,SW15
YA57,CLO64
MNL54,LAP14
TT14,PNK2
MN41,MN51
MRW8,JW11
PLL11,BBC11
LSS8,TA76
AVMBRC17,NM143
LP79,JE17
TT90,PPC36
AMU34,LAP56
WDHNB12,SMDBRC31
HA129,NM118
HA129,BM278
EJ43,BC92
RCY1,NM212
BAMPE12,BM166
NLS1,SH239
AP30,NC84
BC131,SW349
JS74,DLM20
KOM26,ASR24
NM284,HTC17
EJ7,RT55
BM329,BM352
SA73,KGI5
NM133,CV31
RY30,CE1
KF40,TNT14
MH19,FZ27
HB49,TYB22
NM200,SW144
COH1,PPL9
EMS5,EJ171
HA119,JPPE20
CS43,TA42
KSPE11,GJNK1
JS84,SW144
HA113,CN49
TYB20,FP34
STS25,DVF116
CR13,NK49
EJBRC2,RP2
DVF112,KS80
HA159,HA169
BC81,TT86
KJLNK84,SWANK68
ET29,SH236
NR60,MNL217
TA55,LANNK10
LAP45,LKL35
MNL180,MAH4
MN139,TA107
KS128,KS84
EBMPE36,KSANK189
LRHHNB11,KSAHNB57
MNL95,HP89
JML3,RT93
EJ7,RVN19
LRHNB26,DL67
BM207,BM75
SW119,ML141
EJ82,NM199
NM200,TA47
BC68,JS20
RZ18,SW118
BC75,BM237
PRLPE18,ODLRPE195
DLM44,LFPE85
TVABRC1,LFNK2
JS75,SW144
CO59,BL30
HB12,PK45
PRLPE6,KDSPE74
MNL31,ML96
MNL166,LFBRC65
NK10,TT85
LAP2,BM293
LKL33,MNL199
BM453,KNZ9
RED56,KNZ6
PPL20,HTC43
BM356,MSGM73
YK29,EF121
AP30,JS95
ABBRC13,LSBRC10
FZ1,NLS44
BM409,BM250
CRLPE6,NMPE6
LAC1,TH39
KDSNK13,DNJNK98
BM293,KSANK21
MRW7,GA21
DNAPE6,BAMPE14
TH62,DVF138
TT177,PPC2
MG33,BAMPE60
FP89,TYBAHNB71
NL11,RVN21
MNL172,SLR24
BM270,SW130
SH199,MNL218
LFBRD69,DVF117
JS70,MRW10
JE68,FP64
MN10,BM168
RM3,HVF13
ABPE33,LFPE39
EJ86,BP44
LAP13,HL205
ABNK38,KSAPE122
MNL63,MNL99
ABPE35,ABPE12
BM297,BM23
SWABRC79,MJPE62
BM278,SH199
ELT17,CUP19
EF47,MNL42
RBMKHNB37,MAC1
SH248,SA107
JS82,JS46
EF182,MNL195
SAL7,DJ4
CN10,PPR6
JG69,OS35
SH142,MN149
AMR27,SAK2
MNL58,PK86
DVF195,CAS91
BSH28,AX13
CO28,KOM9
MNL17,CN94
MNL121,LAP44
MNL121,BM102
MN125,MN49
PG50,PPL1
SWPE25,KJLPE34
ML101,EF191
SAL34,KS158
STS1,BC107
RZ37,KP66
MW64,BC78
LSS10,EJ77
BM514,KS157
TT46,SH91
HVF8,KSAPE90
SH130,HA241
HA81,BM293
BL41,CT18
ODLRPE57,ODLRPE128
RJGBRC17,KSAHNB201
SW141,BM428
LSS3,MN131
AIHNB7,RBMKHNB43
SMHNB2,FRNHNB14
TT88,ASR1
PK190,KSAPE51
NM180,CAE20
SH211,MNL95
NM170,TT86
JG27,RVN20
RZ2,HA175
RZ2,EJ38
BM347,FNP4
NM73,NK50
SLN18,TA73
MNL121,EJ110
MN117,HB43
TT50,TT45
HA267,TB172
TT44,DVF64
RBMKHNB45,RBMKHNB58
KJLPE8,BAMPE2
SAL5,BDK18
CN78,NK73
HTC2,LKL32
PK150,AQ8
TT51,SH156
NK48,BM165
TT75,MV13
CAS54,YB28
MN39,CR23
BM362,AP30
SLN1,VIN42
HA180,NMK13
NM197,PPR5
DVF45,CN18
EJ180,CLO36
VIN20,KSAHNB211
CMKBRC24,LFBRC8
DM33,SH104
EQ30,RT123
ZDV5,RPL4
HA194,VRB2
EJ39,SH106
CLO65,CLO2
SAN5,FK15
NCMPE1,PRLPE32
NM215,MNL113
TT72,RT86
BM125,BM355
PR68,SW440
MN29,OC24
CR15,TA45
IG1,BM143
HA60,BM102
VD20,HB19
BM102,MNL171
TH84,KS74
FP16,FZ13
CS75,BM524
EJ159,VIN43
SW109,KO11
HA172,MN39
TA58,MN59
MN51,DM58
EF116,MNL62
BM165,MN50
SU12,KS85
CN10,CED16
BM168,ASI13
SB36,CAS36
KS169,SW460
LMC14,MLAHNB12
HL183,ML209
HA285,ELT16
SWPE27,ODLRNK109
SW185,SW365
RT155,CMO21
BM167,BM166
SH106,TA17
MAR39,TB177
MNL25,BM200
BM348,BL53
NLS14,NM172
OS25,SLN22
MGLPE17,MGLPE16
YA62,BC75
NM201,JG59
IA23,IA27
AQ2,BM179
HL152,HL183
SMDPE2,WDHNB11
NL47,OS6
SH168,JG21
ABPE54,KSAPE94
P8,KS30
KSPE35,KSAPE13
HL126,EJ89
HL126,PK77
SA46,ML133
KS79,CVN43
VIN73,MRW13
STS3,NLS6
AHHNB18,LRHHNB26
SW279,HP89
NM147,BC102
NK103,CN78
NK37,BM337
RVN6,AP24
TA15,MNL123
TYBAHNB130,BH28
SBL17,CR35
LKL44,JS73
BM180,JS41
NK8,BM322
BM140,BC68
NM122,BM102
JG64,DVF66
NRAHNB5,BL10
KP34,MN151
TK27,NM211
EF192,CR96
KU22,BM175
CH6,LR67
EJ109,LMC1
HL206,MNL113
SW314,CN78
KF6,JML1
HL146,HL163
JG74,JG104
SLN17,MSGM64
SW348,MNL192
VD11,HVF14
STS1,BM417
ADP65,DTP18
HL210,ODLRPE144
MOP8,BEC5
NLS1,MN58
YK30,TE70
BC83,HA70
TT78,RZ49
TT41,BM110
NOIPE2,PRLPE50
BDK59,LV4
BDMNK1,BAMNK58
RBMKHNB12,RBMKHNB49
NLS22,SLN19
KJLNK31,KSNK35
MH25,PPC13
VNE1,MN129
BDMNK1,PRLNK9
RA3,MNL22
HA240,CED31
LFBRC62,STS33
DL10,RZ74
JS92,NK39
CN52,BM422
KS51,TYB21
PRLPE35,ABPE34
MRW11,MRR5
KDSPE69,JS89
ODLRPE41,DVFAHNB3
AT22,HA135
EJ86,JG66
BM445,TE53
GA31,MSGM73
CN55,NK43
JPPE5,ABPE92
CT29,JWG14
TH62,NK60
MNL31,MV12
OC86,NLS39
HA159,PKB1
JLSSNK7,TTMNK1
TYBAHNB29,TNT50
CAE28,LKB5
GRL21,DVF196
PK85,MNL70
SH110,SW6
RM22,CVN19
SW165,KU20
WDHNB10,SRHNB21
WDHNB10,TA27
MGREPE2,ODLRNK27
LSS8,BM428
MN5,MN42
ASR3,VIN45
OS12,AV1
VLS5,RM99
SWAPE10,SWAPE139
RM12,SB52
BM250,LKL35
AMU51,JG33
TYB71,TNT47
CMO50,NLS19
EJ77,HM48
CY3,JG30
CND4,EQ60
TT204,ML185
PRLBRC7,DNJNK49
NK56,MW24
SRHNB21,WDHNB9
LAV16,AMR31
MNL56,NK48
ODLRPE57,VR1
ODLRPE57,MN29
MN19,BAMBRC11
HA117,MNL183
BM296,DM44
MRW17,WVG16
CR16,NK36
LSPE29,KDSNK13
RZ50,TH67
CLVHNB24,AMU58
SWANK81,ODLRNK139
JS70,CST17
TA41,MN131
YK27,TYB50
SWPE16,KJLPE46
AM3,BM513
FZ5,RL1
DLM56,FP138
NM182,LSS14
SAN18,HTC31
NLS21,EJ144
LKL79,SLN2
KSAHNB14,LZHNB53
PRLNK20,SWANK20
GRYPE9,KF7
BM196,BC80
CN6,RAO2
SH217,KJLPE134
MAC3,NC71
EJ52,HL191
NC86,CAS70
DVFHNB14,KTHNB7
RT69,ZACHNB15
KSPE10,DVF52
BH17,CS65
NLS26,RM52
ELCPE9,KJLPE63
EBMNK6,LFNK14
BM468,TT174
BM524,BM102
TB183,VIVA7
CMO30,BM489
DVF155,EJ221
BM239,SH205
LVF10,JS76
NRAHNB5,LFPE83
HL101,CLO49
DNJPE42,LFPE20
CAS25,MNL42
MNL121,HL210
MNL14,MNL103
RFHNB9,KSHNB8
PG16,MNL57
SB53,TME2
TYB71,DJ33
LSS15,JG59
TA53,NLS9
SA85,EF189
JOA2,FP7
PG42,PK266
DVF165,TT189
SB45,YB30
EJ107,NLS2
HA170,AP6
NK16,RAO13
BC24,SW14
JE50,RM41
BDK56,TRT10
LVF1,TYB50
MNL166,NK61
KS46,SA42
PRLBRC2,RJGBRC17
RAO40,ML176
EJ34,HL172
RAG2,BSH9
BM223,TK37
MHKPE12,BAMPE20
PR83,LDT13
BM306,CO59
CN53,BM313
LZPE42,BAMPE56
JS106,SH261
CLO66,EM5
MN48,PH40
EJ113,PK150
KS92,MNL224
LP18,EF36
TA108,KOM11
BM277,BC103
ELCPE39,LSPE13
EJ111,NM257
KTHNB12,DVFAHNB6
KPL5,MAR11
HOHHNB3,EJHNB20
KJLPE89,ODLRPE185
GJNK7,ABNK96
VO1,PLS20
EF112,EF193
RY30,TW3
BC110,MNL176
BM225,SA52
MNL34,HL197
MO71,NK13
RT158,RT164
TB85,RED11
NM255,SAL26
HA80,RVN10
TYB60,TYB59
BM445,MN25
VIN38,YK31
TA51,NM268
TJD9,TNT3
PPC26,TT196
NK104,KSAPE81
BM422,NK107
BM110,BM350
RAO17,NM162
SWBRC3,CO33
AP29,MNL116
ASR3,MN64
ASI6,DNJNK66
EJ47,EJ110
SAS5,JWG30
BDK57,RAG3
TH52,GJNK8
MH1,KSAHNB169
TH42,AX51
MNL95,EF63
NM135,SW84
PPC3,CAE47
NM266,KF9
CEL17,DJ21
KS169,FLL5
MBG2,TNT13
EVFR7,ADP12
RJGPE20,KSAPE117
EF8,TT30
NK11,BM79
EJ176,DL19
ANHPE7,ODLRPE61
RT122,RT63
HA146,BM273
SWAPE113,ASTPE7
HA85,KSPE10
MNL43,NM263
ALD36,EFA1
LAP13,BM424
GBA6,MTS12
MNL51,SA63
SW395,NLS67
NR62,CAS122
TA73,ALQ2
JS102,SH160
KSARNG112,SRHNB18
NLS21,HA270
SW290,ML181
RAO28,LR46
CR35,BC110
RRY14,ELQ44
TE72,LAP50
PPR3,NR39
ML134,HL153
TA113,AMR38
SU19,RAO45
DM55,NK22
TA51,CO46
TT73,YB2
HL81,HL167
HL81,HL166
MTS2,RZ7
CLO4,BM238
VE29,BC75
CD27,SH161
JW35,CVN57
EJ27,CS38
LSS2,LKL38
SH71,TT54
TA109,HL168
BM208,TA15
MNL2,BM152
BM269,BM53
JS38,JG77
CAS38,CAS39
RAO49,KS112
TT247,ET29
MSGM58,NM195
EJ101,RT62
PK228,BEC6
RMB29,LRHHNB20
TB151,TLR17
EJ154,ELCNK49
HA195,BM485
EF82,BM453
BM463,AMU69
KPL1,TNT24
P7,TYB28
HVF13,FP62
KSPE26,SMDPE7
NLS10,IA27
BM403,NLS9
DTP5,RED45
MNL120,BM138
DVF135,TLA12
LSS11,LAP13
HA117,VO14
DVF57,SW154
DTP22,MN48
HHHNB18,HA118
KS124,AMU98
SWAPE120,MJPE31
DNJNK39,BL81
BM299,GA4
CLVHNB11,EJHNB14
FP4,NL46
HA181,CS54
HA180,JG21
SW150,EUG1
MNL167,BM403
HL95,HL147
BM333,BM125
RM41,SLR14
MN64,HA246
VW34,SW120
OC39,OS11
DL39,CR18
BM165,CD36
BM225,MNL114
BM264,ADP74
SA79,MN118
CAE28,EQ46
LKL46,LSPE13
LKL5,SW282
PG31,VW40
HA255,MGN7
VIN23,VD8
NLS8,LAP64
JS77,YA58
HA255,DVFAHNB18
SW119,LKL98
HA119,TA43
VRB3,RKB8
BECK6,CMO41
CA30,JG62
CN94,BM406
BM102,CN53
GRYPE17,EBMPE30
LVF10,YK30
LKL68,NK122
KS34,KSANK21
PK80,BM298
TT159,TT117
PK165,VD3
SWPE27,DNJPE80
MN54,BC43
TNT17,MSGM71
BM398,BDK61
SWAPE10,BAMPE19
SW118,DM45
SH248,SH195
BM240,TB129
VIN53,JBR4
NC29,RAO33
BM201,BM75
MNL168,BM369
MV17,CY11
MN122,NL94
MH4,BL3
BM441,WVG40
HA109,NK37
MH9,HB59
SW85,TA106
BM424,BM311
EJ66,RR52
JOA28,TYBAHNB119
BM441,ER3
DMN18,BC76
BM458,MN66
JG36,WDHNB11
JG36,MGN6
EJ43,EJ24
NL43,PR75
JG62,SMDBRC15
JG62,JG103
CLO60,TYB46
TNT49,LET30
KJLRNG10,EJRNG4
VIN7,TH29
NK103,CN88
KSABRC11,BAMNK58
BM94,BM23
HA117,MNL116
BM237,SW273
BM161,TT11
TT50,BM508
ADP46,ADP35
NCMPE1,NM189
SA63,MNL62
BJN5,TNT7
MB9,EF111
SWAPE43,FLTN1
YK23,PK97
SA117,MN117
ABPE74,ABPE94
NM142,EF54
DVF124,P6
YK16,KS105
HA293,DTP32
TMO5,MN122
LZPE31,DNJPE61
TE39,LAP37
SW163,SW274
CN107,MJBRC52
ML174,VLS3
KDSNK59,ABNK82
BM226,BM420
BM112,BM189
EJ171,BEC5
PK83,HM60
FP107,JS91
HA276,JS45
TT72,JS9
STS3,YB28
YA51,HA138
DVF38,EF90
EJ102,ODLRPE186
KDSPE93,ODLRPE101
JG19,JS119
PK98,KS85
YK32,SW449
CR107,SW325
KS10,TA70
ML108,RT93
BL28,HTC28
RY25,CVN7
SA82,NM259
SA82,SH111
AID7,EJ144
HA154,MNL68
MNR2,AX81
RJGBRC18,RA15
LET28,TT178
EJHHNB38,KSANK129
ELQ18,TAD1
MNL109,CN90
MNL109,CS57
RAO39,TNT22
KP18,MNL7
TA109,GV17
HA200,HL172
BM399,HA193
SB21,CAE58
TA110,LAP37
KDSPE34,ELCPE28
OC18,EF89
BM347,SW117
CA26,EF94
BM162,SA42
KK18,EJ165
BC95,SA42
HB7,NK12
TH42,KS53
MAR42,AMU59
SWANK69,HL197
JG25,DLM36
MNL192,EF97
DVF42,BM208
JE29,MST3
NM168,TT175
BM48,SWAPE122
EF192,MNL36
KS162,RT154
KDSPE31,KDSPE46
LDT1,SU12
SWAPE73,CSAHNB7
NM300,SH305
RT106,PK142
EJ80,BM250
DL43,ZDV7
LRHHNB6,NRAHNB21
RT120,MG15
TYBAHNB30,BM498
MN133,MN132
MSGM57,BEC7
RED62,TH67
SA46,BM163
BDK62,MIH13
PLL18,TYBAPE115
LMC11,MNL213
ZDV3,BL64
HTC10,JBN15
HA334,DL79
KM1,ADP32
SA3,NK36
BC48,GRYPE10
BC48,CRABRC15
RM81,HB19
RR5,EF40
EF97,AP9
DVF44,CO37
RY20,CLO50
CNRNK5,SWNK39
MN129,HTC6
DVF203,LAV22
NRAHNB18,CVN70
TRT2,BC36
TH64,DJ17
JS78,NM270
SAL32,DLM43
CN20,DK9
RVN4,PK66
MSGM66,FP101
BM488,YK41
DVF77,SW156
BC75,LFNK10
MN155,DTP1
HL137,SW25
EJ84,SWAPE114
EJ80,MNL14
EJ80,MNL95
TH62,SW155
SW84,HL186
MQ3,PK79
MV2,BM94
TME9,CAS36
VD2,TB170
KS34,BM174
TB223,TT236
SWABRC96,LRHHNB29
MNL200,BM407
DL72,EQ31
BM162,BC45
SW90,DTP6
HA257,NM129
STS6,PH26
STS6,DVF63
EJ62,NM197
VD15,RT108
DLM54,SAL28
BM239,SH117
KOM11,TB120
TB116,EF98
TYB38,OC40
JS41,ML132
NM105,TA53
MNL183,YA109
JG34,HL147
EQ43,MAR14
DVFAHNB1,KTHNB15
KP26,TNT16
CN49,NM32
EJ20,PK45
SWANK40,JPNK11
TT83,SH121
TR59,MN117
HA175,TR57
BM256,RVN15
ML245,SAL47
SWAPE99,RBMKHNB84
KDSPE36,EMAPE13
ML224,NLS58
CN26,BM308
PK250,AMU98
CED30,KSAHNB29
TA64,EJ77
NM256,KM4
JWG39,CUP10
SW3,KP28
TB160,JW40
LP76,DL106
TYB33,WVG8
MLAHNB3,FP89
JE18,LP64
DL14,DL15
SLN14,YA99
MH36,SLN24
BU12,MQ3
BM179,NM261
NK15,EF44
BM364,JML16
AX26,NLS49
RJGPE36,BM110
BM402,CVN11
MO71,NM176
EQ44,RT76
AP1,JG33
JPBRC10,MJBRC52
LAP60,TA73
KS76,KS148
EVF4,LSNK4
MNL75,TK35
RAO12,NM129
TA43,SH151
MNL51,TB69
SAL24,CS74
SAL17,SH274
CVN11,BM143
RT124,YK31
ALSHNB7,RBMKHNB93
BM293,NK24
KSANK18,NM257
ADP3,KU42
RZ2,VE34
KSNK36,BAMNK29
SRHNB31,BM521
PK44,HL147
TA4,BM241
EJ39,EJ28
PK172,SMHNB3
NLS8,NK71
PK235,JOA42
VIN5,SSB1
TA68,BC92
AP17,MNL63
TLR11,RM18
OS31,SB36
TYB28,TNT13
ABPE57,SMDPE22
SWABRC79,EDBRC30
SB30,NM299
PK190,EF190
TLA2,LP71
FCHNB3,RM30
BM106,BC35
NLS14,NK24
OS29,BM110
TB180,RBMKHNB20
CD27,BM250
ALD5,BAMBRC3
BM355,NM143
BC91,BM267
HA150,SA64
NK103,NM289
JW6,AF31
VD11,BBC15
BL49,JG34
LKL5,SW131
NLS33,SLN34
EUG3,SAL13
JG30,EJ103
ALD37,HA261
JS32,BL53
MB9,MH13
KJLPE41,KSPE37
LP32,NM148
NK41,SH130
NM205,BM435
RAO51,NR47
PRLPE6,SWPE14
BC106,SA58
DL33,NR44
DVF138,SAL16
ADP57,CS73
MGN1,MN111
OC70,SW309
NM257,BM250
SW274,NM257
BHR1,BAMBC4
SW144,MNL165
NM250,DVF64
TE55,SA99
CAE26,NTH1
BM340,BM168
BC91,BM225
RM42,TYB40
BM481,MN132
DNANK1,KS70
DNANK1,DNANK8
BM467,MN32
RR93,SH125
CAS54,MN138
RT90,P5
RT90,KS40
DTP11,MNL224
EJ61,NM301
TA20,CD17
SH95,NL23
SAL33,DL83
MKP1,GRL36
NM156,JS7
TLR4,JWG41
TLR4,DLM18
BM289,MNL49
DTP29,YA108
EQ7,EQ63
TT214,TMO7
SA85,HA192
NK64,MNL207
SH168,GBA7
SH168,CVN8
PK171,RZ44
MSGM46,MN135
CT18,DVF19
JPRNG9,KDSRNG96
SU19,JW6
MNL36,EJ77
PRLPE35,ODLRPE144
JW35,MH9
MN131,CS60
BBC23,BM280
JS40,TA73
NIK18,DVF161
TH25,JS33
LAP13,SW141
SRHNB28,INGHNB10
SLN17,HHAHNB9
BMOS6,MAR3
MNL113,RAO23
TA33,MN53
MN133,NM197
BM98,LAP13
BM155,RR93
ML210,TGR7
KS165,BM522
TT264,KPL48
HA172,NC73
MNL217,YA111
CD20,BL33
CST15,AMR17
MNL98,BM133
SW328,NTNK17
RY22,LR47
DVF152,OC85
CN6,TA72
TH39,DVF50
ZS11,TA37
SW157,PK50
LRHNB17,TYBAHNB4
ML190,JS91
NK36,SH92
TME2,SCS36
TME2,TT264
HL122,RED1
BDK23,SB25
SH123,CN96
CS67,RNS3
BM403,NM183
SA46,HA123
EJ45,SA82
BL74,TB182
HA159,AL10
BL11,HA327
PRP1,PPC1
PG31,JML14
MKP8,TH87
CS63,YA106
BM311,HA257
RY6,ZS26
YK39,EJHPE118
GNYHNB10,LFRNG82
TH54,SAL34
DVF133,EJ149
CVN14,ZDV23
SW22,KU3
NM143,SRHNB35
SW161,BM427
GRL21,CUP10
MNL33,HTC28
BC63,NOIPE2
DL8,RB9
NMK13,SH211
HA170,SH132
SWAPE24,KSAPE154
BL11,LRHHNB13
BBHNB5,EJHNB5
EF184,SHL7
BC100,HL209
GRYNK31,BAMNK2
CN90,MNL179
HTC22,MNL167
AID7,MNL168
CS37,KNZ8
OMR6,LKL29
MSGM37,CY12
DL92,DVF196
LDT6,AX34
AP15,HA169
TA45,MNL166
NR56,AX72
MH11,TH69
HL152,HL142
JG30,CR31
LKL80,STMBRC2
BL41,MN108
SWAPE5,ETKPE3
PR49,EVD1
DRW16,TT256
HM58,LRHNB9
NLS2,PK95
LAV6,DVF175
JG54,NLS3
SWAPE153,RBMKHNB143
NL37,HL181
BC47,SW10
MN20,INGHNB4
ML134,KOM22
LANNK10,NM193
BL11,BRA6
LR71,LAP2
ABBRC12,KSNK9
ADE8,SW272
DLM5,CP25
MRW2,TH101
NM205,EJ103
BC76,NM165
RED51,PPL11
RAO13,MN52
BM165,GA5
BL50,SMDPE44
MG4,BM110
CRY13,CY14
RZ31,CS41
KS79,DLM18
CRABRC15,MJBRC60
BC82,BM165
AMU53,SU12
EF88,SWAPE24
SW99,CY13
TT103,RA13
VIN15,KPL33
CN62,KU32
BM83,PKB1
DVF199,CS69
MN34,MNL48
NM143,DM34
BM102,MN107
RT143,KLY2
HA255,AID7
BM138,SW127
TE71,TB238
STS51,BM165
DVF15,SW112
CAS17,ZACHNB21
TT79,SW157
TH27,SW134
BM202,HL209
MSGM40,EDPE1
ZACHNB29,NK60
PRLPE43,DNAPE3
DJ15,AAD16
HA85,BM110
JG31,NM202
EJ70,EM1
BM170,SH106
BM180,BM102
BL10,PK165
SAL33,CN78
BC83,EJ14
DVF86,EF140
ELT6,BL46
BC73,JG37
EF106,NM124
OC82,DL144
FRNHNB16,ODLRNK137
FRNHNB16,ODLRPE131
BAMPE12,ANHPE15
DL78,KS92
TK37,BM151
GJBRC3,DL102
BM232,NK22
BM206,BM217
ML107,ZP6
GA17,BM408
AP28,BM110
PRLBRC4,TMBPE8
TB130,LAP54
KDSPE39,KDSPE43
JS73,SLN1
JG68,PR66
HA138,BM212
EJHSG79,EJHSG54
MI2,NIK19
VO1,MNL40
TT165,NM193
SW116,AID11
JSN5,NK26
MN133,CAS44
SH100,JS22
NTC1,HP89
TA45,BM284
BM264,RAO32
HTC41,BM457
HTC41,MNL225
CV44,EJ78
MN63,BM455
TB156,TH53
LANNK10,BAMNK37
RT112,TYB20
NM180,MNL10
RT16,BM261
SWAPE127,LFBRC105
HA123,BP35
SMY4,FP85
BM412,SW105
TT53,EF38
LVF4,RL4
EF62,MN59
DTP4,LAP6
NK15,KO11
GNYHNB10,OCAHNB1
NC57,HL160
BM264,MN111
KF20,MAR42
EJ43,BC34
NLS6,MS60
DMN2,AP29
SH154,VIN38
JG24,BC80
EJ161,RZ51
TYB22,RAO50
TYB22,EJHHNB65
BM356,BM428
MNL42,BM298
ML150,MNL42
TAD8,MN15
MOP9,JLS2
INGHNB10,DVFAHNB26
HL164,ML209
CT18,JG67
TB178,DVF83
BC89,JS24
AX5,RM46
EF184,RT109
AP30,MNL193
DL77,TT203
MNL31,MNL179
BL50,RT129
NLS95,NLS96
RM20,CAS49
SRHNB6,HA113
TB239,TFL16
DNANK8,KU38
MNL54,MNL17
SWAPE11,SRHNB21
DVF40,JSN1
EQ20,CD35
TYBAHNB27,SB39
KZ1,ML94
RZ52,SA107
KSNK68,BM523
KS74,TYB20
NK72,LKL30
HA157,YK10
CN65,HA113
RED16,DLM10
DL23,TT148
PK98,BC154
SW79,CAS31
MNL217,BM408
NM277,SAL12
HA175,MN60
BDV7,BM265
UF3,ACL5
MNL53,MN133
DSQ1,BC45
CN75,MNL170
DLM4,SH235
NM183,MNL75
VW39,JW8
TT83,CVN54
PPL10,YA108
RZ33,RZ59
DM45,NK61
HA67,EF63
SA116,JG19
SAK4,TNT32
BC146,NLS36
SLN13,LAP59
EJ146,YB19
EMAPE5,GJBRC34
LP71,SW362
ML146,HTC10
SH154,WVG1
NLS56,VIN30
JG71,CAE14
BM143,MN135
NM147,TA73
SAL33,AMU15
PRLNK8,KSANK35
MAR30,ET30
HVF8,CAE9
BM467,JS109
CUP27,SAN23
CO17,CD16
SH66,SH104
CD13,VW39
ZS8,HL32
LAP37,CN100
HA159,MN38
HM39,BM168
BM271,PK26
MNL167,TT155
RAO7,EQ6
BL10,NR42
HA138,LAP13
RKB1,RZ13
OS2,BM333
BM462,PK173
ANHRNG3,RJGBRC17
HA275,JS22
FP9,SW185
BC156,HL194
KPL27,MNL176
GA25,HP89
TH62,MAR26
BC82,BM337
BM377,NLS10
SAL17,CMO37
TVABRC1,KU35
EJ47,BM273
SH204,BAMPE21
CR109,RED43
BM466,RT93
MNL7,EJ101
NM256,YA91
SH195,TYB46
CN55,TA18
NM120,MNL127
CMKBRC5,PRLBRC10
BC100,BC98
TMO8,RZ54
HA258,BM143
DVF41,EJ77
NC32,NC54
JE4,KS104
BM474,NM361
EMABRC25,NTPE41
KSHNB18,JS20
SLN36,CAR3
NOIRNG6,LFRNG82
BM481,MN53
HA81,YA92
KDSPE87,LFPE84
PK204,MNL57
GA5,BC76
EF88,MN130
AJY17,SW330
SHIHNB6,LRHHNB23
PRLPE14,ODLRPE113
MST9,JE76
DL154,DLM55
KP26,LKL39
PPL15,ADE21
CD38,EJHPE50
TA123,TA62
BM423,SW276
MO95,ET26
TW2,BJ5
MNL17,BM364
BP46,BU25
COH10,EJHSG123
RED18,DVF55
NC51,BC43
MNL218,MNL182
TH78,CVN63
IAI22,IAI16
BC76,MRW17
NMK2,MAR11
AMU46,TB202
JBN3,VLS3
MAR1,SU13
ACL5,TT234
LAP41,TE39
BL50,RM37
FZ2,NM283
BM433,BM362
SH231,NL83
MNL192,BM377
ML107,ML189
ABBRC15,EDBRC17
BM403,LAP15
LP54,NM264
TA12,BM179
NL41,RED13
CN57,MNL194
KDSRNG55,SB46
CR7,CN64
NTBRC34,GBJPE6
NM32,NM118
TH84,OC90
HL101,BC48
SA74,BC94
KJLPE78,BAMPE24
MSGM74,NLS81
WDHNB4,EJHRNG101
RM44,LAP17
